,ensemble,symbol,gene,chrom,chromStart,chromEnd,name,score,strand,type,lawlor_T2D_PSI,lawlor_ND_PSI,lawlor_dI,lawlor_FDR,lawlor.beta_T2D_ratio,lawlor.beta_ND_ratio,lawlor_mark,xin_T2D_PSI,xin_ND_PSI,xin_dI,xin_FDR,xin.beta_T2D_ratio,xin.beta_ND_ratio,xin_mark,
6785,56983,POGLUT1,56983//POGLUT1,chr3,119205679,119209564,CA-56983-20995-22991-23050-24613[INC][16/1],0,+,cass,1,1,0,1,0.106557377,0.131313131,None,1,1,0,1,0.144404332,0.02617801,None,
6786,56986,DTWD1,56986//DTWD1,chr15,49913263,49917627,CA-56986-3094-5642-5770-7084[INC][4/86][UPT],0,+,cass,0.042307692,0.156140351,-0.113832659,6.16E-25,0.336065574,0.215488215,Down,0.051591658,0.031866464,0.019725193,1.95E-07,0.173285199,0.193717277,None,
6787,56986,DTWD1,56986//DTWD1,chr15,49917309,49924498,CA-56986-7403-12972-13030-14130[INC][8/85],0,+,cass,0.030520646,0.040606872,-0.010086226,0.564743997,0.368852459,0.245791246,None,0.042131351,0.030456853,0.011674498,0.935609741,0.21299639,0.167539267,None,
6788,56986,DTWD1,56986//DTWD1,chr15,49917309,49924498,CA-56986-7403-12927-13030-14130[INC][2/85],0,+,cass,0.017288444,0.039320822,-0.022032378,0.958565617,0.368852459,0.242424242,None,0.023373342,0.020512821,0.002860521,0.866389972,0.21299639,0.167539267,None,
6789,56986,DTWD1,56986//DTWD1,chr15,49924355,49926990,CA-56986-14274-15491-15584-16507[INC][1/79],0,+,cass,0.027466938,0.066095471,-0.038628533,1.54E-06,0.344262295,0.262626263,None,0.031476998,0.009055627,0.02242137,0.051473126,0.241877256,0.172774869,None,
6790,56987,BBX,56987//BBX,chr3,107364682,107429468,CA-56987-125974-141892-142009-190516[INC][3/97],0,+,cass,0,0.03068933,-0.03068933,6.94E-19,0.491803279,0.457912458,None,0.011406844,0.004970179,0.006436665,6.70E-10,0.342960289,0.340314136,None,
6791,56987,BBX,56987//BBX,chr3,107429298,107435695,CA-56987-190687-191339-191429-196671[INC][1/109],0,+,cass,0,0,0,1,0.475409836,0.461279461,None,0,0,0,1,0.324909747,0.314136126,None,
6792,56987,BBX,56987//BBX,chr3,107497217,107510145,CA-56987-258584-269851-269941-271304[INC][13/13],0,+,cass,0.754512635,0.678403756,0.07610888,0.107761756,0.31147541,0.195286195,None,0.825072886,0.859375,-0.034302114,0.220373286,0.133574007,0.115183246,None,
6793,56990,CDC42SE2,56990//CDC42SE2,chr5,130599773,130695239,CA-56990-3158-54971-55136-98200[INC][2/24][UPT],0,+,cass,0.961538462,0.941818182,0.01972028,1,0.196721311,0.2996633,None,0.943060498,0.894273128,0.04878737,0.371229838,0.155234657,0.167539267,None,
6794,56990,CDC42SE2,56990//CDC42SE2,chr5,130599773,130695239,CA-56990-3158-54967-55136-98200[INC][146/24][UPT],0,+,cass,0.97235023,0.958060288,0.014289942,1,0.262295082,0.336700337,None,0.95704698,0.916083916,0.040963064,0.371147622,0.16967509,0.172774869,None,
6795,56990,CDC42SE2,56990//CDC42SE2,chr5,130651668,130695239,CA-56990-55136-93642-93761-98200[INC][1/160],0,+,cass,0,0,0,1,0.18852459,0.2996633,None,0,0,0,1,0.14801444,0.157068063,None,
6796,57003,CCDC47,57003//CCDC47,chr17,61843271,61850956,CA-57003-3317-3865-3952-10534[INC][2/236][UPT],0,-,cass,0,0.070689655,-0.070689655,3.39E-53,0.393442623,0.323232323,None,0,0,0,1,0.238267148,0.130890052,None,
6797,5701,PSMC2,5701//PSMC2,chr7,102988118,103002534,CA-5701-3258-9397-9435-17433[INC][1/1][UPT],0,+,cass,0.996422182,0.987723214,0.008698968,1,0.450819672,0.569023569,None,1,1,0,1,0.40433213,0.293193717,None,
6798,5701,PSMC2,5701//PSMC2,chr7,102994367,103002534,CA-5701-9435-10344-10426-17433[INC][2/1],0,+,cass,1,1,0,1,0.450819672,0.569023569,None,1,1,0,1,0.415162455,0.303664921,None,
6799,5701,PSMC2,5701//PSMC2,chr7,102995314,103002534,CA-5701-10426-11170-11270-17433[INC][600/2],0,+,cass,0.960502693,1,-0.039497307,5.61E-20,0.491803279,0.61952862,None,1,1,0,1,0.490974729,0.335078534,None,
6800,57017,COQ9,57017//COQ9,chr16,57486712,57492261,CA-57017-8512-12079-12202-13821[INC][1/1],0,+,cass,1,0.984693878,0.015306122,1,0.090163934,0.225589226,None,1,1,0,1,0.126353791,0.104712042,None,
6801,57017,COQ9,57017//COQ9,chr16,57486712,57492261,CA-57017-8512-12079-12222-13821[INC][1/1],0,+,cass,1,0.985748219,0.014251781,1,0.090163934,0.225589226,None,1,1,0,1,0.126353791,0.104712042,None,
6802,57017,COQ9,57017//COQ9,chr16,57486712,57493631,CA-57017-8512-13821-13926-15140[INC][1/1],0,+,cass,0.897280967,1,-0.102719033,1,0.098360656,0.262626263,None,0.988668555,1,-0.011331445,1,0.140794224,0.141361257,None,
6803,57017,COQ9,57017//COQ9,chr16,57490415,57492261,CA-57017-12202-12506-12591-13821[INC][1/1],0,+,cass,1,1,0,1,0.081967213,0.218855219,None,1,1,0,1,0.137184116,0.09947644,None,
6804,57017,COQ9,57017//COQ9,chr16,57490415,57492261,CA-57017-12222-12506-12591-13821[INC][112/1],0,+,cass,1,0.952653061,0.047346939,4.86E-05,0.098360656,0.242424242,None,1,0.878787879,0.121212121,1.29E-13,0.14801444,0.120418848,Up,
6805,57018,CCNL1,57018//CCNL1,chr3,156870824,156876763,CA-57018-4828-6610-6758-10537[INC][5/52],0,-,cass,0.526717557,0.171736997,0.35498056,1.06E-35,0.172131148,0.28956229,Up,0.349480969,0.32642487,0.023056098,0.23166328,0.166064982,0.188481675,None,
6806,57018,CCNL1,57018//CCNL1,chr3,156870824,156876763,CA-57018-4828-6610-6687-10537[INC][2/52],0,-,cass,0.493877551,0.170923379,0.322954172,7.25E-29,0.172131148,0.292929293,Up,0.301115242,0.281767956,0.019347286,0.135090633,0.162454874,0.183246073,None,
6807,57018,CCNL1,57018//CCNL1,chr3,156870824,156876763,CA-57018-4828-6610-6683-10537[INC][18/52],0,-,cass,0.585284281,0.29725229,0.288031991,6.43E-28,0.172131148,0.296296296,Up,0.41885626,0.386792453,0.032063807,0.171408054,0.166064982,0.188481675,None,
6808,57018,CCNL1,57018//CCNL1,chr3,156868070,156870029,CA-57018-11517-12729-12740-13312[INC][1/38],0,-,cass,0,0,0,1,0.147540984,0.265993266,None,0,0,0,1,0.144404332,0.157068063,None,
6809,57018,CCNL1,57018//CCNL1,chr3,156868070,156870029,CA-57018-11517-11763-11965-13312[INC][1/38],0,-,cass,0.064846416,0.096995708,-0.032149292,0.058701145,0.172131148,0.306397306,None,0.315545244,0.136246787,0.179298457,2.25E-24,0.176895307,0.188481675,Up,
6810,57019,CIAPIN1,57019//CIAPIN1,chr16,57473093,57481296,CA-57019-3116-9474-9686-11162[INC][38/4][UPT],0,-,cass,1,0.968,0.032,1,0.049180328,0.154882155,None,1,0.958762887,0.041237113,1,0.104693141,0.062827225,None,
6811,57019,CIAPIN1,57019//CIAPIN1,chr16,57467955,57473245,CA-57019-11276-13725-13802-16245[INC][348/1],0,-,cass,0.610062893,1,-0.389937107,7.18E-32,0.098360656,0.222222222,Down,1,1,0,1,0.151624549,0.09947644,None,
6812,57019,CIAPIN1,57019//CIAPIN1,chr16,57465062,57468123,CA-57019-16414-17897-17971-19191[INC][142/1],0,-,cass,1,1,0,1,0.098360656,0.228956229,None,1,1,0,1,0.133574007,0.09947644,None,
6813,57019,CIAPIN1,57019//CIAPIN1,chr16,57464169,57466471,CA-57019-17971-19191-19307-20118[INC][74/6],0,-,cass,0.543307087,0.695652174,-0.152345087,0.611836626,0.073770492,0.235690236,None,0.926829268,0.764705882,0.162123386,0.014254251,0.122743682,0.104712042,Up,
6814,57019,CIAPIN1,57019//CIAPIN1,chr16,57463145,57466471,CA-57019-17971-20118-20200-21177[INC][3/3][DNT],0,-,cass,1,1,0,1,0.081967213,0.262626263,None,0.935,1,-0.065,1,0.137184116,0.078534031,None,
6815,5702,PSMC3,5702//PSMC3,chr11,47445596,47446261,CA-5702-4867-4982-5045-5290[INC][571/2],0,-,cass,1,1,0,1,0.286885246,0.323232323,None,1,1,0,1,0.25631769,0.235602094,None,
6816,57020,C16orf62,57020//C16orf62,chr16,19584440,19590449,CA-57020-20827-22683-22708-26637[INC][185/1],0,+,cass,1,1,0,1,0.106557377,0.131313131,None,1,1,0,1,0.108303249,0.083769634,None,
6817,57020,C16orf62,57020//C16orf62,chr16,19586419,19590449,CA-57020-22708-25889-25944-26637[INC][1/185],0,+,cass,0,0.043478261,-0.043478261,0.084346149,0.098360656,0.131313131,None,NA,NA,NA,NA,NA,NA,NA,
6818,57020,C16orf62,57020//C16orf62,chr16,19592846,19613044,CA-57020-29239-39375-39460-49249[INC][40/2],0,+,cass,1,1,0,1,0.131147541,0.124579125,None,1,1,0,1,0.133574007,0.083769634,None,
6819,57020,C16orf62,57020//C16orf62,chr16,19621643,19627512,CA-57020-58001-59313-59384-63699[INC][4/67],0,+,cass,0,0,0,1,0.098360656,0.107744108,None,NA,NA,NA,NA,NA,NA,NA,
6820,57020,C16orf62,57020//C16orf62,chr16,19659105,19663411,CA-57020-95468-97967-98045-99561[INC][26/1],0,+,cass,1,0.966777409,0.033222591,1,0.12295082,0.205387205,None,0.925773196,0.946428571,-0.020655376,0.444434165,0.140794224,0.078534031,None,
6821,57035,C1orf63,57035//C1orf63,chr1,25570040,25571791,CA-57035-5345-5996-6041-6270[INC][3/2],0,-,cass,0.983870968,0.938461538,0.045409429,1,0.106557377,0.148148148,None,NA,NA,NA,NA,NA,NA,NA,
6822,57035,C1orf63,57035//C1orf63,chr1,25570040,25571791,CA-57035-5345-5996-6041-6861[INC][3/22],0,-,cass,0.38317757,0.41761116,-0.034433589,0.223462144,0.229508197,0.235690236,None,0.597014925,0.532846715,0.06416821,0.448858889,0.129963899,0.09947644,None,
6823,57037,ANKMY2,57037//ANKMY2,chr7,16676015,16685440,CA-57037-3311-4005-4192-12362[INC][1/115][UPT],0,-,cass,0,0,0,1,0.155737705,0.154882155,None,0,0,0,1,0.104693141,0.047120419,None,
6824,57037,ANKMY2,57037//ANKMY2,chr7,16676015,16685440,CA-57037-3311-4005-4133-12362[INC][3/115][UPT],0,-,cass,0,0,0,1,0.155737705,0.154882155,None,0,0,0,1,0.108303249,0.047120419,None,
6825,57037,ANKMY2,57037//ANKMY2,chr7,16644345,16650387,CA-57037-38269-39052-39188-43968[INC][18/1],0,-,cass,1,1,0,1,0.204918033,0.168350168,None,1,1,0,1,0.122743682,0.036649215,None,
6826,57037,ANKMY2,57037//ANKMY2,chr7,16642004,16644473,CA-57037-44097-45157-45269-46308[INC][1/20],0,-,cass,0,0,0,1,0.204918033,0.164983165,None,NA,NA,NA,NA,NA,NA,NA,
6827,57038,RARS2,57038//RARS2,chr6,88273847,88299692,CA-57038-3096-23427-23501-28785[INC][91/1][UPT],0,-,cass,1,0.992486852,0.007513148,1,0.368852459,0.427609428,None,0.989701339,1,-0.010298661,1,0.303249097,0.22513089,None,
6828,57038,RARS2,57038//RARS2,chr6,88279234,88299694,CA-57038-3317-9456-9554-23427[INC][2/123][UPT],0,-,cass,0.007246377,0.008174387,-0.00092801,1,0.237704918,0.272727273,None,0.012820513,0.38974359,-0.376923077,1.95E-31,0.155234657,0.109947644,Down,
6829,57038,RARS2,57038//RARS2,chr6,88279234,88299694,CA-57038-3317-7754-7972-23427[INC][1/123][UPT],0,-,cass,0.069609508,0,0.069609508,6.19E-68,0.229508197,0.262626263,None,0.04742268,0,0.04742268,0.094180322,0.144404332,0.104712042,None,
6830,57038,RARS2,57038//RARS2,chr6,88273847,88299694,CA-57038-3317-23427-23501-28785[INC][114/2][UPT],0,-,cass,0.995098039,1,-0.004901961,1,0.393442623,0.461279461,None,0.987460815,0.986086957,0.001373859,1,0.299638989,0.219895288,None,
6831,57038,RARS2,57038//RARS2,chr6,88273847,88279307,CA-57038-23501-28376-28474-28785[INC][1/216],0,-,cass,0,0.021489255,-0.021489255,1.67E-20,0.336065574,0.407407407,None,0.044176707,0.012127894,0.032048813,0.371739741,0.281588448,0.188481675,None,
6832,57038,RARS2,57038//RARS2,chr6,88265125,88279307,CA-57038-23501-28785-28888-37512[INC][1/1],0,-,cass,1,0.983919598,0.016080402,1,0.336065574,0.400673401,None,1,1,0,1,0.281588448,0.188481675,None,
6833,57038,RARS2,57038//RARS2,chr6,88273847,88279307,CA-57038-23501-28355-28474-28785[INC][2/216],0,-,cass,0,0.034992607,-0.034992607,3.11E-21,0.336065574,0.410774411,None,0.023255814,0.026086957,-0.002831143,0.101799228,0.281588448,0.19895288,None,
6834,57038,RARS2,57038//RARS2,chr6,88273847,88279307,CA-57038-23501-28355-28470-28785[INC][2/216],0,-,cass,0,0.014098691,-0.014098691,5.70E-21,0.336065574,0.410774411,None,0,0.01430143,-0.01430143,1,0.281588448,0.19895288,None,
6835,57038,RARS2,57038//RARS2,chr6,88265125,88273949,CA-57038-28888-30232-30316-37512[INC][186/1],0,-,cass,1,1,0,1,0.43442623,0.491582492,None,1,1,0,1,0.321299639,0.230366492,None,
6836,57038,RARS2,57038//RARS2,chr6,88255333,88265222,CA-57038-37610-44371-44427-47318[INC][105/15],0,-,cass,0.975473802,0.980671414,-0.005197612,0.607951627,0.360655738,0.447811448,None,0.981424149,0.607214429,0.37420972,2.85E-74,0.249097473,0.204188482,Up,
6837,57038,RARS2,57038//RARS2,chr6,88251635,88265222,CA-57038-37610-47318-47402-51023[INC][12/3],0,-,cass,0.982683983,0.955819881,0.026864102,0.088449149,0.295081967,0.363636364,None,0.869458128,0.976225854,-0.106767726,4.24E-07,0.220216606,0.209424084,Down,
6838,57038,RARS2,57038//RARS2,chr6,88244489,88255416,CA-57038-47402-51023-51100-58159[INC][1/1][DNT],0,-,cass,1,1,0,1,0.262295082,0.353535354,None,1,1,0,1,0.220216606,0.19895288,None,
6839,5705,PSMC5,5705//PSMC5,chr17,61907211,61907860,CA-5705-5540-5723-5780-5861[INC][402/8],0,+,cass,0.987938596,0.981684982,0.006253615,0.1117066,0.606557377,0.696969697,None,0.992243552,0.992649311,-0.000405758,0.764394353,0.628158845,0.460732984,None,
6840,5705,PSMC5,5705//PSMC5,chr17,61907630,61908585,CA-5705-6092-6399-6526-6626[INC][216/1],0,+,cass,0.989852399,0.999110716,-0.009258317,1.88E-08,0.663934426,0.734006734,None,0.999679333,0.989771067,0.009908266,1.25E-06,0.667870036,0.507853403,None,
6841,5706,PSMC6,5706//PSMC6,chr14,53173926,53175239,CA-5706-3127-4131-4211-4305[INC][240/2][UPT],0,+,cass,0.988077496,0.996269651,-0.008192155,1,0.549180328,0.525252525,None,1,0.991240876,0.008759124,1,0.411552347,0.22513089,None,
6842,57062,DDX24,57062//DDX24,chr14,94528442,94547547,CA-57062-3094-4591-5188-21591[INC][1/2][UPT],0,-,cass,1,1,0,1,0.319672131,0.410774411,None,1,1,0,1,0.281588448,0.272251309,None,
6843,57062,DDX24,57062//DDX24,chr14,94528442,94547547,CA-57062-3094-4465-5188-21591[INC][25/2][UPT],0,-,cass,1,1,0,1,0.893442623,0.912457912,None,1,1,0,1,0.794223827,0.764397906,None,
6844,5707,PSMD1,5707//PSMD1,chr2,231926961,231931824,CA-5707-8458-8642-8812-13042[INC][509/8],0,+,cass,1,1,0,1,0.336065574,0.393939394,None,1,1,0,1,0.38267148,0.19895288,None,
6845,5707,PSMD1,5707//PSMD1,chr2,231926961,231931824,CA-5707-8458-8642-8830-13042[INC][6/8],0,+,cass,1,1,0,1,0.254098361,0.326599327,None,1,1,0,1,0.263537906,0.172774869,None,
6846,5707,PSMD1,5707//PSMD1,chr2,231951830,232011069,CA-5707-33318-84872-84987-92376[INC][85/1],0,+,cass,0.992200557,0.999093587,-0.00689303,1,0.418032787,0.400673401,None,1,0.995340168,0.004659832,1,0.393501805,0.235602094,None,
6847,5707,PSMD1,5707//PSMD1,chr2,232026053,232029999,CA-5707-107646-109771-109864-111336[INC][105/4],0,+,cass,1,0.988451444,0.011548556,0.000545949,0.639344262,0.569023569,None,1,1,0,1,0.512635379,0.387434555,None,
6848,5708,PSMD2,5708//PSMD2,chr3,184019324,184020315,CA-5708-5425-5613-5838-6136[INC][220/1],0,+,cass,1,1,0,1,0.204918033,0.232323232,None,1,1,0,1,0.166064982,0.167539267,None,
6849,5708,PSMD2,5708//PSMD2,chr3,184019324,184020315,CA-5708-5425-5560-5838-6136[INC][1/1],0,+,cass,1,1,0,1,0.147540984,0.222222222,None,1,1,0,1,0.140794224,0.141361257,None,
6850,5708,PSMD2,5708//PSMD2,chr3,184019324,184020315,CA-5708-5425-5537-5838-6136[INC][1/1],0,+,cass,1,1,0,1,0.147540984,0.222222222,None,1,1,0,1,0.140794224,0.141361257,None,
6851,5708,PSMD2,5708//PSMD2,chr3,184019324,184020315,CA-5708-5425-5624-5838-6136[INC][2/1],0,+,cass,1,1,0,1,0.147540984,0.222222222,None,1,1,0,1,0.140794224,0.141361257,None,
6852,5708,PSMD2,5708//PSMD2,chr3,184024137,184025312,CA-5708-10262-10517-10601-11123[INC][179/1],0,+,cass,1,1,0,1,0.385245902,0.377104377,None,1,1,0,1,0.339350181,0.230366492,None,
6853,5708,PSMD2,5708//PSMD2,chr3,184025144,184025803,CA-5708-11292-11380-11475-11656[INC][153/1],0,+,cass,1,1,0,1,0.459016393,0.444444444,None,0.999185668,0.993489583,0.005696084,1,0.418772563,0.329842932,None,
6854,57085,AGTRAP,57085//AGTRAP,chr1,11796173,11805893,CA-57085-3151-11448-11484-12718[INC][1/80][UPT],0,+,cass,0,0,0,1,0.131147541,0.185185185,None,0,0.006802721,-0.006802721,1,0.122743682,0.141361257,None,
6855,57085,AGTRAP,57085//AGTRAP,chr1,11796173,11807601,CA-57085-3151-12718-12753-14355[INC][69/3][UPT],0,+,cass,0.993006993,1,-0.006993007,1,0.163934426,0.225589226,None,1,1,0,1,0.155234657,0.167539267,None,
6856,57085,AGTRAP,57085//AGTRAP,chr1,11805859,11807601,CA-57085-12753-13042-13139-14355[INC][11/84],0,+,cass,0.055393586,0.043390515,0.012003071,0.623413235,0.155737705,0.208754209,None,0.050359712,0.022670025,0.027689687,2.78E-06,0.137184116,0.172774869,None,
6857,57085,AGTRAP,57085//AGTRAP,chr1,11805859,11808666,CA-57085-12753-14355-14461-15330[INC][82/1],0,+,cass,1,1,0,1,0.204918033,0.249158249,None,1,1,0,1,0.180505415,0.209424084,None,
6858,57085,AGTRAP,57085//AGTRAP,chr1,11805859,11807601,CA-57085-12753-12845-13139-14355[INC][1/84],0,+,cass,0.038575668,0.025693731,0.012881937,0.623312195,0.155737705,0.208754209,None,0.025830258,0.015228426,0.010601832,2.12E-07,0.137184116,0.172774869,None,
6859,57085,AGTRAP,57085//AGTRAP,chr1,11805859,11807601,CA-57085-12753-12903-13139-14355[INC][1/84],0,+,cass,0.038575668,0.025693731,0.012881937,0.623211188,0.155737705,0.212121212,None,0.027624309,0.015228426,0.012395883,3.23E-07,0.137184116,0.172774869,None,
6860,57088,PLSCR4,57088//PLSCR4,chr3,145938601,145968869,CA-57088-3220-32087-32115-33254[INC][54/3][UPT],0,-,cass,1,1,0,1,0.06557377,0.151515152,None,NA,NA,NA,NA,NA,NA,NA,
6861,57088,PLSCR4,57088//PLSCR4,chr3,145939851,145968869,CA-57088-3220-3542-3623-32087[INC][6/54][UPT],0,-,cass,0.433962264,0.065989848,0.367972416,2.87E-31,0.057377049,0.141414141,Up,NA,NA,NA,NA,NA,NA,NA,
6862,57088,PLSCR4,57088//PLSCR4,chr3,145939851,145968869,CA-57088-3220-30402-30447-32087[INC][3/54][UPT],0,-,cass,0.277108434,0.041666667,0.235441767,3.21E-11,0.040983607,0.111111111,Up,NA,NA,NA,NA,NA,NA,NA,
6863,57088,PLSCR4,57088//PLSCR4,chr3,145914418,145924547,CA-57088-47654-53102-53145-57386[INC][1/7],0,-,cass,1,0.990566038,0.009433962,1,0.057377049,0.168350168,None,NA,NA,NA,NA,NA,NA,NA,
6864,57088,PLSCR4,57088//PLSCR4,chr3,145914418,145918863,CA-57088-53145-54140-54367-57386[INC][19/1],0,-,cass,1,1,0,1,0.06557377,0.178451178,None,NA,NA,NA,NA,NA,NA,NA,
6865,57092,PCNP,57092//PCNP,chr3,101293023,101309113,CA-57092-3082-14239-14314-19017[INC][41/3][UPT],0,+,cass,0.992217899,0.977240398,0.014977501,0.056527298,0.663934426,0.693602694,None,0.987065481,0.997487437,-0.010421956,1,0.462093863,0.481675393,None,
6866,57092,PCNP,57092//PCNP,chr3,101293023,101304354,CA-57092-3082-5253-5597-14239[INC][1/41][UPT],0,+,cass,0.032258065,0.223140496,-0.190882431,9.23E-05,0.106557377,0.077441077,Down,NA,NA,NA,NA,NA,NA,NA,
6867,57092,PCNP,57092//PCNP,chr3,101293023,101298847,CA-57092-3082-5253-5597-8592[INC][1/239][UPT],0,+,cass,0.028423773,0.069817401,-0.041393628,0.003002478,0.360655738,0.457912458,None,0.006342495,0.034782609,-0.028440114,1,0.180505415,0.141361257,None,
6868,57092,PCNP,57092//PCNP,chr3,101293023,101304354,CA-57092-3082-8391-8807-14239[INC][18/41][UPT],0,+,cass,0.860950174,0.944147356,-0.083197182,1.82E-06,0.647540984,0.686868687,None,0.864235056,0.885714286,-0.02147923,0.284195586,0.40433213,0.361256545,None,
6869,57092,PCNP,57092//PCNP,chr3,101293023,101304354,CA-57092-3082-8592-8805-14239[INC][1/41][UPT],0,+,cass,0.61038961,0.821631879,-0.211242268,7.72E-07,0.393442623,0.498316498,Down,0.636856369,0.664670659,-0.02781429,0.077210147,0.194945848,0.151832461,None,
6870,57092,PCNP,57092//PCNP,chr3,101293023,101304354,CA-57092-3082-8592-8807-14239[INC][217/41][UPT],0,+,cass,0.88258317,0.954742417,-0.072159247,7.72E-07,0.647540984,0.707070707,None,0.885567891,0.905084746,-0.019516855,0.07727406,0.422382671,0.376963351,None,
6871,57092,PCNP,57092//PCNP,chr3,101293023,101309113,CA-57092-3082-8592-8807-19017[INC][1/3][UPT],0,+,cass,0.960199005,0.900826446,0.059372559,0.084222543,0.368852459,0.464646465,None,0.943661972,0.983333333,-0.039671362,1,0.184115523,0.162303665,None,
6872,57092,PCNP,57092//PCNP,chr3,101295294,101304354,CA-57092-5597-8592-8807-14239[INC][1/1],0,+,cass,1,1,0,1,0.647540984,0.67003367,None,1,1,0,1,0.38267148,0.345549738,None,
6873,57092,PCNP,57092//PCNP,chr3,101298633,101311619,CA-57092-8807-14239-14314-21429[INC][13/5][DNT],0,+,cass,1,1,0,1,0.639344262,0.67003367,None,1,0.99556541,0.00443459,1,0.389891697,0.356020942,None,
6874,57092,PCNP,57092//PCNP,chr3,101298633,101309113,CA-57092-8807-14239-14314-19017[INC][392/5],0,+,cass,0.994061758,0.998319328,-0.00425757,1,0.713114754,0.750841751,None,0.96735905,0.988362427,-0.021003377,0.01299002,0.523465704,0.497382199,None,
6875,57092,PCNP,57092//PCNP,chr3,101298633,101311619,CA-57092-8807-19017-19073-21429[INC][5/5][DNT],0,+,cass,1,1,0,1,0.663934426,0.686868687,None,1,0.99742268,0.00257732,1,0.480144404,0.418848168,None,
6876,57092,PCNP,57092//PCNP,chr3,101298633,101309113,CA-57092-8807-14242-14314-19017[INC][15/5],0,+,cass,0.990215264,0.99718442,-0.006969156,1,0.663934426,0.69023569,None,0.94887684,0.98296837,-0.03409153,0.013015813,0.465703971,0.471204188,None,
6877,57092,PCNP,57092//PCNP,chr3,101304280,101311619,CA-57092-14314-19017-19073-21429[INC][441/13][DNT],0,+,cass,0.958883994,0.967966574,-0.00908258,0.305147642,0.704918033,0.744107744,None,0.928623988,0.967192429,-0.038568441,2.89E-06,0.541516245,0.507853403,None,
6878,5710,PSMD4,5710//PSMD4,chr1,151227252,151236503,CA-5710-3088-10488-10581-12193[INC][1/5][UPT],0,+,cass,0.899886234,0.952929394,-0.05304316,0.000177644,0.43442623,0.468013468,None,0.981981982,0.940904894,0.041077088,0.000299675,0.353790614,0.314136126,None,
6879,5710,PSMD4,5710//PSMD4,chr1,151227252,151236503,CA-5710-3088-10452-10581-12193[INC][1/5][UPT],0,+,cass,0.899886234,0.952929394,-0.05304316,0.000181332,0.43442623,0.468013468,None,0.981981982,0.940904894,0.041077088,0.000983123,0.353790614,0.314136126,None,
6880,5710,PSMD4,5710//PSMD4,chr1,151227252,151236503,CA-5710-3088-10440-10581-12193[INC][199/5][UPT],0,+,cass,0.929146538,0.967753002,-0.038606464,0.000180731,0.459016393,0.494949495,None,0.988465975,0.963091119,0.025374856,0.000989419,0.393501805,0.340314136,None,
6881,5710,PSMD4,5710//PSMD4,chr1,151227252,151237393,CA-5710-3088-12193-12308-13111[INC][5/2][UPT],0,+,cass,1,0.920718816,0.079281184,1.80E-11,0.418032787,0.501683502,None,0.98983297,0.937106918,0.052726052,2.36E-05,0.317689531,0.298429319,None,
6882,5710,PSMD4,5710//PSMD4,chr1,151237641,151238587,CA-5710-13514-13673-13889-14283[INC][184/1],0,+,cass,1,1,0,1,0.426229508,0.505050505,None,1,1,0,1,0.368231047,0.345549738,None,
6883,5710,PSMD4,5710//PSMD4,chr1,151238995,151239935,CA-5710-14867-15219-15258-15452[INC][1/215][DNT],0,+,cass,0,0,0,1,0.508196721,0.579124579,None,0,0,0,1,0.411552347,0.403141361,None,
6884,57102,C12orf4,57102//C12orf4,chr12,4643322,4647666,CA-57102-3063-5260-5455-7169[INC][4/5][UPT],0,-,cass,1,0.947826087,0.052173913,1,0.073770492,0.104377104,None,NA,NA,NA,NA,NA,NA,NA,
6885,57102,C12orf4,57102//C12orf4,chr12,4643322,4647666,CA-57102-3063-5252-5455-7169[INC][102/5][UPT],0,-,cass,1,0.966101695,0.033898305,1,0.098360656,0.117845118,None,NA,NA,NA,NA,NA,NA,NA,
6886,57102,C12orf4,57102//C12orf4,chr12,4643322,4647666,CA-57102-3063-5389-5455-7169[INC][1/5][UPT],0,-,cass,1,0.947826087,0.052173913,1,0.073770492,0.104377104,None,NA,NA,NA,NA,NA,NA,NA,
6887,57102,C12orf4,57102//C12orf4,chr12,4634649,4643467,CA-57102-7315-11421-11603-15888[INC][31/1],0,-,cass,1,1,0,1,0.073770492,0.124579125,None,NA,NA,NA,NA,NA,NA,NA,
6888,5711,PSMD5,5711//PSMD5,chr9,123594109,123605199,CA-5711-3192-12472-12617-13983[INC][103/3][UPT],0,-,cass,1,1,0,1,0.155737705,0.185185185,None,1,1,0,1,0.115523466,0.062827225,None,
6889,5711,PSMD5,5711//PSMD5,chr9,123591376,123594222,CA-5711-14097-14469-14598-16720[INC][26/2],0,-,cass,1,1,0,1,0.147540984,0.181818182,None,1,1,0,1,0.104693141,0.068062827,None,
6890,5711,PSMD5,5711//PSMD5,chr9,123589042,123593736,CA-5711-14598-16720-16830-19021[INC][22/1],0,-,cass,1,0.959924859,0.040075141,0.00074722,0.139344262,0.188552189,None,1,1,0,1,0.108303249,0.078534031,None,
6891,57111,RAB25,57111//RAB25,chr1,156030965,156038253,CA-57111-3269-7736-7911-10095[INC][2/21][UPT],0,+,cass,0.990740741,0.547128927,0.443611813,1.02E-26,0.155737705,0.316498316,Up,0.626446281,0.555555556,0.070890725,0.028619339,0.231046931,0.130890052,None,
6892,57111,RAB25,57111//RAB25,chr1,156030965,156038253,CA-57111-3269-7736-7932-10095[INC][54/21][UPT],0,+,cass,0.995555556,0.733927435,0.261628121,5.31E-26,0.163934426,0.346801347,Up,0.797491039,0.725490196,0.072000843,0.023637442,0.281588448,0.141361257,None,
